timestamp,age,gender,frequency,categories,personalized_recommendation_frequency,browsing_frequency,product_search_method,search_result_exploration,customer_reviews_importance,add_to_cart,cart_completion_frequency,cart_abandonment_factors,review_left,shopping_satisfaction,service_appreciation,improvement_areas,user_id,date_only
2023-06-07 18:16:51,23,Female,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a week,Filter,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,No,3,User-friendly website/app interface,Reducing packaging waste,243,2023-06-07
2023-06-07 18:17:42,23,Female,Once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Filter,First page,3,Maybe,Sometimes,Changed my mind or no longer need the item,Yes,3,Product recommendations,Reducing packaging waste,244,2023-06-07
2023-06-07 18:18:37,23,Female,Once a week,Beauty and Personal Care,No,Few times a month,categories,Multiple pages,2,No,Often,Found a better price elsewhere,No,2,Product recommendations,Customer service responsiveness,245,2023-06-07
2023-06-07 18:20:00,21,Female,Once a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,Filter,Multiple pages,4,Maybe,Sometimes,Found a better price elsewhere,Yes,4,Competitive prices,Customer service responsiveness,246,2023-06-07
2023-06-07 18:20:53,21,Female,Once a week,Clothing and Fashion,No,Few times a week,Filter,Multiple pages,3,No,Sometimes,Found a better price elsewhere,No,1,Product recommendations,Customer service responsiveness,247,2023-06-07
2023-06-07 18:28:35,34,Female,Once a week,Beauty and Personal Care,No,Few times a week,Filter,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Yes,2,Competitive prices,Customer service responsiveness,248,2023-06-07
2023-06-07 18:29:14,23,Female,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a week,Filter,Multiple pages,3,No,Sometimes,Found a better price elsewhere,No,1,Product recommendations,Customer service responsiveness,249,2023-06-07
2023-06-07 18:29:53,23,Female,Once a week,Beauty and Personal Care,No,Few times a month,Filter,Multiple pages,3,No,Sometimes,Found a better price elsewhere,No,2,Product recommendations,Reducing packaging waste,250,2023-06-07
2023-06-07 18:30:43,23,Prefer not to say,Few times a month,Clothing and Fashion,No,Few times a month,categories,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Yes,1,Competitive prices,Customer service responsiveness,251,2023-06-07
2023-06-07 18:31:23,27,Female,Once a week,Beauty and Personal Care,No,Few times a month,categories,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,No,1,Wide product selection,Customer service responsiveness,252,2023-06-07
2023-06-07 19:17:13,23,Female,Less than once a month,others,No,Rarely,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Yes,2,Wide product selection,Product quality and accuracy,253,2023-06-07
2023-06-07 20:20:23,47,Female,Less than once a month,Clothing and Fashion,No,Rarely,categories,Multiple pages,1,Maybe,Rarely,Changed my mind or no longer need the item,No,2,Product recommendations,Product quality and accuracy,254,2023-06-07
2023-06-07 20:41:53,54,Male,Less than once a month,others,No,Rarely,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Yes,3,Wide product selection,Product quality and accuracy,255,2023-06-07
2023-06-07 21:16:59,46,Prefer not to say,Once a week,Beauty and Personal Care;Home and Kitchen,No,Few times a month,Filter,Multiple pages,4,Maybe,Rarely,Changed my mind or no longer need the item,No,3,User-friendly website/app interface,Reducing packaging waste,256,2023-06-07
2023-06-07 21:17:50,38,Female,Once a month,others,No,Few times a week,categories,Multiple pages,2,No,Sometimes,Found a better price elsewhere,No,3,Competitive prices,Customer service responsiveness,257,2023-06-07
2023-06-07 21:18:29,45,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Yes,2,Product recommendations,Reducing packaging waste,258,2023-06-07
2023-06-07 21:18:55,34,Male,Once a week,Clothing and Fashion,Yes,Few times a week,others,Multiple pages,4,No,Rarely,Changed my mind or no longer need the item,Yes,2,Product recommendations,Reducing packaging waste,259,2023-06-07
2023-06-07 21:19:32,44,Female,Once a week,Clothing and Fashion,Sometimes,Few times a month,categories,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Yes,3,Competitive prices,Customer service responsiveness,260,2023-06-07
2023-06-07 21:21:10,23,Female,Few times a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,Filter,Multiple pages,2,No,Always,Changed my mind or no longer need the item,Yes,3,Competitive prices,Customer service responsiveness,261,2023-06-07
2023-06-07 21:21:50,32,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,Filter,First page,3,No,Often,Changed my mind or no longer need the item,No,5,Product recommendations,Customer service responsiveness,262,2023-06-07
2023-06-07 21:22:24,23,Female,Once a week,Beauty and Personal Care,Yes,Multiple times a day,Keyword,Multiple pages,3,Yes,Always,Changed my mind or no longer need the item,Yes,3,Product recommendations,Product quality and accuracy,263,2023-06-07
2023-06-07 21:23:39,23,Female,Few times a month,Clothing and Fashion,No,Few times a week,Filter,First page,2,Maybe,Always,Found a better price elsewhere,Yes,2,Product recommendations,Customer service responsiveness,264,2023-06-07
2023-06-07 21:23:41,23,Male,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,1,Yes,Always,Changed my mind or no longer need the item,Yes,1,Wide product selection,Product quality and accuracy,265,2023-06-07
2023-06-07 21:35:08,19,Female,Few times a month,Clothing and Fashion,No,Few times a week,categories,Multiple pages,2,Yes,Often,Found a better price elsewhere,Yes,2,User-friendly website/app interface,Customer service responsiveness,266,2023-06-07
2023-06-07 21:35:23,23,Female,Less than once a month,Beauty and Personal Care;others,No,Few times a month,Keyword,Multiple pages,5,Yes,Sometimes,Found a better price elsewhere,No,1,Wide product selection,Shipping speed and reliability,267,2023-06-07
2023-06-07 21:53:52,23,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Yes,3,Product recommendations,Customer service responsiveness,268,2023-06-07
2023-06-07 21:54:24,34,Male,Once a week,Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,Filter,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Yes,3,Product recommendations,Customer service responsiveness,269,2023-06-07
2023-06-07 21:54:56,34,Female,Once a week,Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,3,No,Sometimes,Found a better price elsewhere,No,4,Product recommendations,Reducing packaging waste,270,2023-06-07
2023-06-07 22:07:42,34,Female,Once a month,Home and Kitchen;others,No,Few times a week,Keyword,Multiple pages,4,Yes,Often,Found a better price elsewhere,Yes,4,Wide product selection,Product quality and accuracy,271,2023-06-07
2023-06-07 22:09:17,23,Prefer not to say,Few times a month,Beauty and Personal Care,No,Few times a week,categories,Multiple pages,3,No,Often,Found a better price elsewhere,No,3,Wide product selection,Customer service responsiveness,272,2023-06-07
2023-06-07 22:09:54,45,Female,Once a week,Clothing and Fashion,Sometimes,Rarely,Keyword,Multiple pages,2,Maybe,Always,High shipping costs,Yes,3,Competitive prices,Customer service responsiveness,273,2023-06-07
2023-06-07 22:10:26,23,Female,Once a week,Groceries and Gourmet Food,Yes,Few times a week,Filter,First page,3,No,Always,Changed my mind or no longer need the item,Yes,1,Competitive prices,Shipping speed and reliability,274,2023-06-07
2023-06-07 22:10:58,34,Female,Once a week,Clothing and Fashion;Home and Kitchen,No,Few times a month,Filter,First page,2,No,Sometimes,Changed my mind or no longer need the item,Yes,3,Competitive prices,Customer service responsiveness,275,2023-06-07
2023-06-07 22:11:28,37,Female,Once a week,Beauty and Personal Care,No,Few times a week,categories,First page,2,Yes,Always,Found a better price elsewhere,No,3,Product recommendations,Reducing packaging waste,276,2023-06-07
2023-06-07 22:16:22,34,Female,Once a week,Clothing and Fashion,No,Few times a week,Filter,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Yes,2,Competitive prices,Customer service responsiveness,277,2023-06-07
2023-06-07 22:16:54,23,Others,Once a month,Groceries and Gourmet Food,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,No,3,Product recommendations,Customer service responsiveness,278,2023-06-07
2023-06-07 22:17:40,45,Female,Once a week,others,No,Rarely,Keyword,Multiple pages,2,No,Sometimes,others,No,3,User-friendly website/app interface,Reducing packaging waste,279,2023-06-07
2023-06-07 22:20:09,26,Male,Less than once a month,Clothing and Fashion,Yes,Few times a week,Keyword,Multiple pages,5,Yes,Rarely,Found a better price elsewhere,Yes,3,Wide product selection,User interface ,280,2023-06-07
2023-06-07 22:21:00,34,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,categories,Multiple pages,2,No,Often,Changed my mind or no longer need the item,No,4,Competitive prices,Customer service responsiveness,281,2023-06-07
2023-06-07 22:35:06,21,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,Filter,Multiple pages,3,No,Rarely,Changed my mind or no longer need the item,Yes,5,Product recommendations,Product quality and accuracy,282,2023-06-07
2023-06-07 22:38:51,23,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,No,3,Product recommendations,Customer service responsiveness,283,2023-06-07
2023-06-07 22:39:21,41,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,Yes,4,Wide product selection,Irrelevant product suggestions,284,2023-06-07
2023-06-07 22:40:10,32,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,4,Maybe,Rarely,Found a better price elsewhere,No,3,Competitive prices,Customer service responsiveness,285,2023-06-07
2023-06-07 22:41:10,23,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Rarely,Found a better price elsewhere,No,3,Competitive prices,Shipping speed and reliability,286,2023-06-07
2023-06-07 22:42:24,22,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,Keyword,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,No,4,Product recommendations,Product quality and accuracy,287,2023-06-07
2023-06-07 22:44:42,48,Female,Multiple times a week,Clothing and Fashion,Yes,Rarely,Keyword,First page,4,No,Rarely,High shipping costs,No,2,Wide product selection,Shipping speed and reliability,288,2023-06-07
2023-06-07 22:58:04,32,Male,Few times a month,Groceries and Gourmet Food,Yes,Few times a week,Filter,Multiple pages,3,Maybe,Rarely,Found a better price elsewhere,Yes,3,Competitive prices,Customer service responsiveness,289,2023-06-07
2023-06-07 22:59:06,28,Prefer not to say,Few times a month,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,High shipping costs,No,3,Product recommendations,Reducing packaging waste,290,2023-06-07
2023-06-07 23:00:15,23,Female,Once a week,Beauty and Personal Care,Yes,Few times a week,Filter,First page,3,Maybe,Rarely,Changed my mind or no longer need the item,No,3,Product recommendations,Reducing packaging waste,291,2023-06-07
2023-06-07 23:01:42,23,Female,Few times a month,Beauty and Personal Care,No,Few times a week,categories,First page,3,Yes,Rarely,Changed my mind or no longer need the item,Yes,3,Product recommendations,Customer service responsiveness,292,2023-06-07
2023-06-07 23:02:45,26,Female,Multiple times a week,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Yes,3,Competitive prices,Reducing packaging waste,293,2023-06-07
2023-06-07 23:03:50,34,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,No,3,User-friendly website/app interface,Reducing packaging waste,294,2023-06-07
2023-06-07 23:05:19,23,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,Filter,First page,3,Maybe,Sometimes,Found a better price elsewhere,Yes,3,Product recommendations,Reducing packaging waste,295,2023-06-07
2023-06-07 23:06:40,22,Female,Once a week,Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Yes,3,Product recommendations,Reducing packaging waste,296,2023-06-07
2023-06-07 23:07:55,32,Prefer not to say,Once a month,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Never,Changed my mind or no longer need the item,No,4,Product recommendations,Reducing packaging waste,297,2023-06-07
2023-06-07 23:08:52,47,Female,Once a month,Clothing and Fashion,No,Multiple times a day,categories,Multiple pages,2,Yes,Often,High shipping costs,Yes,3,User-friendly website/app interface,Shipping speed and reliability,298,2023-06-07
2023-06-07 23:10:09,22,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,No,3,Product recommendations,Reducing packaging waste,299,2023-06-07
2023-06-08 03:23:21,47,Male,Few times a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Filter,Multiple pages,2,Yes,Often,Changed my mind or no longer need the item,No,2,Competitive prices,Product quality and accuracy,300,2023-06-08
2023-06-08 03:23:36,22,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Keyword,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,No,1,Competitive prices,Customer service responsiveness,301,2023-06-08
2023-06-08 03:23:58,45,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Rarely,others,First page,5,Maybe,Never,others,No,5,User-friendly website/app interface,Product quality and accuracy,302,2023-06-08
2023-06-08 03:24:37,21,Male,Less than once a month,others,Sometimes,Rarely,others,First page,4,Maybe,Rarely,Changed my mind or no longer need the item,No,4,Wide product selection,Shipping speed and reliability,303,2023-06-08
2023-06-08 03:25:14,27,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,categories,Multiple pages,2,No,Often,Found a better price elsewhere,Yes,2,Wide product selection,Product quality and accuracy,304,2023-06-08
2023-06-08 03:25:32,37,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a week,Keyword,Multiple pages,1,Maybe,Sometimes,Changed my mind or no longer need the item,Yes,1,Wide product selection,Customer service responsiveness,305,2023-06-08
2023-06-08 03:26:03,33,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,categories,Multiple pages,1,Yes,Always,Changed my mind or no longer need the item,Yes,2,Wide product selection,Reducing packaging waste,306,2023-06-08
2023-06-08 03:26:38,22,Others,Once a week,Beauty and Personal Care,No,Few times a month,categories,First page,3,No,Often,Changed my mind or no longer need the item,No,3,Product recommendations,Customer service responsiveness,307,2023-06-08
2023-06-08 03:27:23,25,Male,Few times a month,Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Filter,Multiple pages,3,No,Often,Changed my mind or no longer need the item,No,3,Wide product selection,Product quality and accuracy,308,2023-06-08
2023-06-08 03:27:57,28,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,No,1,Product recommendations,Customer service responsiveness,309,2023-06-08
2023-06-08 03:28:23,17,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen;others,No,Rarely,Filter,First page,3,No,Often,Changed my mind or no longer need the item,No,5,User-friendly website/app interface,Shipping speed and reliability,310,2023-06-08
2023-06-08 03:29:26,16,Male,Once a month,Clothing and Fashion;others,No,Rarely,Keyword,First page,4,No,Sometimes,Changed my mind or no longer need the item,No,4,User-friendly website/app interface,Customer service responsiveness,311,2023-06-08
2023-06-08 03:30:05,32,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Maybe,Often,Changed my mind or no longer need the item,No,1,Wide product selection,Customer service responsiveness,312,2023-06-08
2023-06-08 03:30:19,27,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,No,2,Wide product selection,Product quality and accuracy,313,2023-06-08
2023-06-08 03:32:42,18,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a week,Keyword,Multiple pages,2,No,Often,High shipping costs,Yes,2,Competitive prices,Shipping speed and reliability,314,2023-06-08
2023-06-08 03:33:39,37,Male,Less than once a month,others,No,Rarely,others,First page,3,No,Often,Changed my mind or no longer need the item,No,4,Wide product selection,Product quality and accuracy,315,2023-06-08
2023-06-08 07:00:57,28,Male,Once a month,Clothing and Fashion,Yes,Few times a week,categories,Multiple pages,1,No,Sometimes,others,Yes,3,Product recommendations,Product quality and accuracy,316,2023-06-08
2023-06-08 07:33:15,48,Female,Less than once a month,Beauty and Personal Care,Sometimes,Rarely,categories,First page,5,Yes,Always,Found a better price elsewhere,No,2,Competitive prices,Shipping speed and reliability,317,2023-06-08
2023-06-08 08:59:45,50,Female,Multiple times a week,Home and Kitchen,Yes,Multiple times a day,others,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Yes,3,Wide product selection,Product quality and accuracy,318,2023-06-08
2023-06-08 09:16:26,24,Female,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Yes,2,Competitive prices,User interface of app,319,2023-06-08
2023-06-08 09:54:40,40,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,categories,First page,1,No,Always,Found a better price elsewhere,No,4,Product recommendations,Product quality and accuracy,320,2023-06-08
2023-06-08 10:54:00,25,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Filter,Multiple pages,1,Yes,Always,High shipping costs,Yes,3,Quick delivery,Reducing packaging waste,321,2023-06-08
2023-06-08 11:59:14,31,Male,Once a week,Beauty and Personal Care;Home and Kitchen;others,No,Multiple times a day,Keyword,Multiple pages,4,Yes,Always,Changed my mind or no longer need the item,Yes,1,Competitive prices,Product quality and accuracy,322,2023-06-08
2023-06-08 12:22:05,18,Female,Once a month,Clothing and Fashion,No,Few times a month,Keyword,Multiple pages,2,No,Sometimes,Changed my mind or no longer need the item,Yes,3,User-friendly website/app interface,Shipping speed and reliability,323,2023-06-08
2023-06-08 14:21:41,26,Female,Once a week,Beauty and Personal Care,Yes,Few times a month,categories,Multiple pages,1,Yes,Often,Found a better price elsewhere,Yes,1,Wide product selection,Product quality and accuracy,324,2023-06-08
2023-06-08 16:29:56,16,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,Keyword,Multiple pages,1,Yes,Often,others,Yes,3,Wide product selection,Product quality and accuracy,325,2023-06-08
2023-06-08 17:06:30,18,Male,Once a week,Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,categories,First page,3,No,Often,Found a better price elsewhere,No,2,Competitive prices,Reducing packaging waste,326,2023-06-08
2023-06-08 17:07:19,40,Male,Less than once a month,Home and Kitchen;others,No,Few times a week,Keyword,Multiple pages,3,No,Often,Found a better price elsewhere,No,2,Competitive prices,Product quality and accuracy,327,2023-06-08
2023-06-08 17:07:35,19,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Keyword,Multiple pages,1,Maybe,Often,Found a better price elsewhere,Yes,1,Wide product selection,Customer service responsiveness,328,2023-06-08
2023-06-08 17:08:27,16,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,Filter,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,No,1,User-friendly website/app interface,Shipping speed and reliability,329,2023-06-08
2023-06-08 17:09:31,43,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,No,Rarely,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,No,2,Wide product selection,Customer service responsiveness,330,2023-06-08
2023-06-08 17:11:27,25,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen;others,No,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,No,3,Competitive prices,Reducing packaging waste,331,2023-06-08
2023-06-08 17:13:33,22,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Multiple times a day,Keyword,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Yes,1,Competitive prices,Product quality and accuracy,332,2023-06-08
2023-06-08 17:14:30,17,Prefer not to say,Once a month,Clothing and Fashion;others,Sometimes,Few times a month,categories,First page,3,No,Often,Changed my mind or no longer need the item,No,4,Wide product selection,Customer service responsiveness,333,2023-06-08
2023-06-08 17:15:27,34,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Yes,1,Competitive prices,Customer service responsiveness,334,2023-06-08
2023-06-08 17:16:17,30,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,others,First page,4,Maybe,Sometimes,High shipping costs,No,3,User-friendly website/app interface,Reducing packaging waste,335,2023-06-08
2023-06-08 17:17:10,31,Others,Once a month,Home and Kitchen,Sometimes,Few times a week,Filter,First page,3,No,Often,Changed my mind or no longer need the item,Yes,2,Wide product selection,Reducing packaging waste,336,2023-06-08
2023-06-08 17:19:23,31,Female,Few times a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,categories,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,No,2,Competitive prices,Shipping speed and reliability,337,2023-06-08
2023-06-08 17:19:41,34,Prefer not to say,Multiple times a week,Beauty and Personal Care,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Always,High shipping costs,Yes,5,Wide product selection,Product quality and accuracy,338,2023-06-08
2023-06-08 17:19:56,26,Female,Once a month,Clothing and Fashion,No,Few times a week,categories,Multiple pages,1,Yes,Always,High shipping costs,Yes,3,User-friendly website/app interface,Product quality and accuracy,339,2023-06-08
2023-06-08 17:20:43,26,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Yes,1,Product recommendations,Customer service responsiveness,340,2023-06-08
2023-06-08 17:20:57,24,Prefer not to say,Less than once a month,Clothing and Fashion;others,Sometimes,Rarely,others,First page,4,Maybe,Rarely,Changed my mind or no longer need the item,No,4,Product recommendations,Customer service responsiveness,341,2023-06-08
2023-06-08 17:22:08,26,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,categories,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,No,3,Competitive prices,Customer service responsiveness,342,2023-06-08
2023-06-08 17:23:05,29,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,No,1,Product recommendations,Reducing packaging waste,343,2023-06-08
2023-06-08 17:23:08,37,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Filter,First page,2,Yes,Sometimes,Changed my mind or no longer need the item,No,2,User-friendly website/app interface,Product quality and accuracy,344,2023-06-08
2023-06-08 17:24:42,34,Others,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Filter,First page,3,Maybe,Often,Changed my mind or no longer need the item,No,3,User-friendly website/app interface,Customer service responsiveness,345,2023-06-08
2023-06-08 17:25:27,31,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Keyword,Multiple pages,1,Maybe,Often,Found a better price elsewhere,No,1,Competitive prices,Customer service responsiveness,346,2023-06-08
2023-06-08 17:25:40,27,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,categories,First page,3,Yes,Always,Changed my mind or no longer need the item,No,2,Product recommendations,Customer service responsiveness,347,2023-06-08
2023-06-08 17:27:22,23,Male,Once a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,categories,First page,3,No,Sometimes,Found a better price elsewhere,No,2,Wide product selection,Product quality and accuracy,348,2023-06-08
2023-06-08 17:28:09,21,Prefer not to say,Once a month,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Few times a month,categories,First page,3,Maybe,Always,Found a better price elsewhere,Yes,2,Wide product selection,Customer service responsiveness,349,2023-06-08
2023-06-08 17:28:47,53,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a week,Keyword,Multiple pages,2,Yes,Often,Found a better price elsewhere,No,1,Wide product selection,Customer service responsiveness,350,2023-06-08
2023-06-08 17:29:01,26,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,Keyword,Multiple pages,2,Maybe,Often,Changed my mind or no longer need the item,Yes,2,Competitive prices,Shipping speed and reliability,351,2023-06-08
2023-06-08 17:30:12,28,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,First page,3,No,Sometimes,Changed my mind or no longer need the item,No,2,Competitive prices,Customer service responsiveness,352,2023-06-08
2023-06-08 17:30:34,47,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Yes,2,Competitive prices,Customer service responsiveness,353,2023-06-08
2023-06-08 17:31:03,37,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Keyword,Multiple pages,1,Yes,Always,Found a better price elsewhere,Yes,2,Competitive prices,Product quality and accuracy,354,2023-06-08
2023-06-08 17:32:09,37,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few times a week,Filter,Multiple pages,1,No,Often,Found a better price elsewhere,Yes,1,Product recommendations,Shipping speed and reliability,355,2023-06-08
2023-06-08 17:32:12,39,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Yes,2,Competitive prices,Shipping speed and reliability,356,2023-06-08
2023-06-08 17:33:01,40,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a month,categories,First page,3,No,Often,Found a better price elsewhere,No,3,Wide product selection,Customer service responsiveness,357,2023-06-08
2023-06-08 17:33:12,23,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few times a month,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Yes,1,User-friendly website/app interface,Shipping speed and reliability,358,2023-06-08
2023-06-08 17:34:27,25,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Keyword,Multiple pages,2,Maybe,Often,Found a better price elsewhere,Yes,2,Product recommendations,Product quality and accuracy,359,2023-06-08
2023-06-08 17:35:01,34,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,Yes,Multiple times a day,Keyword,Multiple pages,5,Yes,Always,Changed my mind or no longer need the item,Yes,1,Competitive prices,Customer service responsiveness,360,2023-06-08
